name,region,date,value
Average pension,Stavropol region,2016-02-15,11921
Average pension,Stavropol region,2016-03-15,12073
Average pension,Stavropol region,2016-04-15,13571
Average pension,Stavropol region,2016-05-15,11544
Average pension,Stavropol region,2016-06-15,12191
Average pension,Stavropol region,2016-07-15,11699
Average pension,Stavropol region,2016-08-15,12247
Average pension,Stavropol region,2016-09-15,12882
Average pension,Stavropol region,2016-10-15,11681
Average pension,Stavropol region,2016-11-15,12156
Average pension,Stavropol region,2016-12-15,13593
Average pension,Stavropol region,2017-01-15,15386
Average pension,Stavropol region,2017-02-15,12453
Average pension,Stavropol region,2017-03-15,13408
Average pension,Stavropol region,2017-04-15,12451
Average pension,Tambov Region,2014-01-15,10329
Average pension,Tambov Region,2014-02-15,10570
Average pension,Tambov Region,2014-03-15,10519
Average pension,Tambov Region,2014-04-15,12457
Average pension,Tambov Region,2014-05-15,9532
Average pension,Tambov Region,2014-06-15,10624
Average pension,Tambov Region,2014-07-15,10690
Average pension,Tambov Region,2014-08-15,11527
Average pension,Tambov Region,2014-09-15,10713
Average pension,Tambov Region,2014-10-15,10903
Average pension,Tambov Region,2014-11-15,10493
Average pension,Tambov Region,2014-12-15,21755
Average pension,Tambov Region,2015-01-15,10141
Average pension,Tambov Region,2015-02-15,11687
Average pension,Tambov Region,2015-03-15,11810
Average pension,Tambov Region,2015-04-15,13600
Average pension,Tambov Region,2015-05-15,10598
Average pension,Tambov Region,2015-06-15,11656
Average pension,Tambov Region,2015-07-15,12407
Average pension,Tambov Region,2015-08-15,11787
Average pension,Tambov Region,2015-09-15,11766
Average pension,Tambov Region,2015-10-15,12121
Average pension,Tambov Region,2015-11-15,11828
Average pension,Tambov Region,2015-12-15,23267
Average pension,Tambov Region,2016-01-15,4191
Average pension,Tambov Region,2016-02-15,12198
Average pension,Tambov Region,2016-03-15,12197
Average pension,Tambov Region,2016-04-15,14204
Average pension,Tambov Region,2016-05-15,11780
Average pension,Tambov Region,2016-06-15,12009
Average pension,Tambov Region,2016-07-15,11845
Average pension,Tambov Region,2016-08-15,12470
Average pension,Tambov Region,2016-09-15,12973
Average pension,Tambov Region,2016-10-15,11928
Average pension,Tambov Region,2016-11-15,12239
Average pension,Tambov Region,2016-12-15,24098
Average pension,Tambov Region,2017-01-15,5298
Average pension,Tambov Region,2017-02-15,12580
Average pension,Tambov Region,2017-03-15,14027
Average pension,Tambov Region,2017-04-15,12270
Average pension,Tver region,2014-01-15,11796
Average pension,Tver region,2014-02-15,11771
Average pension,Tver region,2014-03-15,11757
Average pension,Tver region,2014-04-15,14434
Average pension,Tver region,2014-05-15,10287
Average pension,Tver region,2014-06-15,11852
Average pension,Tver region,2014-07-15,11919
Average pension,Tver region,2014-08-15,12987
Average pension,Tver region,2014-09-15,11979
Average pension,Tver region,2014-10-15,12200
Average pension,Tver region,2014-11-15,11668
Average pension,Tver region,2014-12-15,21976
Average pension,Tver region,2015-01-15,9928
Average pension,Tver region,2015-02-15,12933
Average pension,Tver region,2015-03-15,13131
Average pension,Tver region,2015-04-15,15546
Average pension,Tver region,2015-05-15,11458
Average pension,Tver region,2015-06-15,13210
Average pension,Tver region,2015-07-15,13767
Average pension,Tver region,2015-08-15,13113
Average pension,Tver region,2015-09-15,13002
Average pension,Tver region,2015-10-15,13525
Average pension,Tver region,2015-11-15,13057
Average pension,Tver region,2015-12-15,23326
Average pension,Tver region,2016-01-15,10403
Average pension,Tver region,2016-02-15,13538
Average pension,Tver region,2016-03-15,13507
Average pension,Tver region,2016-04-15,16207
Average pension,Tver region,2016-05-15,13016
Average pension,Tver region,2016-06-15,13035
Average pension,Tver region,2016-07-15,13257
Average pension,Tver region,2016-08-15,14012
Average pension,Tver region,2016-09-15,14396
Average pension,Tver region,2016-10-15,13226
Average pension,Tver region,2016-11-15,13577
Average pension,Tver region,2016-12-15,16103
Average pension,Tver region,2017-01-15,15843
Average pension,Tver region,2017-02-15,13855
Average pension,Tver region,2017-03-15,15880
Average pension,Tver region,2017-04-15,13127
Average pension,Tomsk Region,2014-01-15,16172
Average pension,Tomsk Region,2014-02-15,13188
Average pension,Tomsk Region,2014-03-15,13168
Average pension,Tomsk Region,2014-04-15,15049
Average pension,Tomsk Region,2014-05-15,12607
Average pension,Tomsk Region,2014-06-15,13334
Average pension,Tomsk Region,2014-07-15,13400
Average pension,Tomsk Region,2014-08-15,15045
Average pension,Tomsk Region,2014-09-15,13472
Average pension,Tomsk Region,2014-10-15,13834
Average pension,Tomsk Region,2014-11-15,12991
Average pension,Tomsk Region,2014-12-15,20343
Average pension,Tomsk Region,2015-01-15,12548
Average pension,Tomsk Region,2015-02-15,14610
Average pension,Tomsk Region,2015-03-15,14825
Average pension,Tomsk Region,2015-04-15,16358
Average pension,Tomsk Region,2015-05-15,13920
Average pension,Tomsk Region,2015-06-15,14610
Average pension,Tomsk Region,2015-07-15,15638
Average pension,Tomsk Region,2015-08-15,14772
Average pension,Tomsk Region,2015-09-15,15029
Average pension,Tomsk Region,2015-10-15,15540
Average pension,Tomsk Region,2015-11-15,15073
Average pension,Tomsk Region,2015-12-15,22225
Average pension,Tomsk Region,2016-01-15,13967
Average pension,Tomsk Region,2016-02-15,15271
Average pension,Tomsk Region,2016-03-15,16430
Average pension,Tomsk Region,2016-04-15,16440
Average pension,Tomsk Region,2016-05-15,14900
Average pension,Tomsk Region,2016-06-15,16352
Average pension,Tomsk Region,2016-07-15,14957
Average pension,Tomsk Region,2016-08-15,15859
Average pension,Tomsk Region,2016-09-15,16723
Average pension,Tomsk Region,2016-10-15,15098
Average pension,Tomsk Region,2016-11-15,15559
Average pension,Tomsk Region,2016-12-15,17324
Average pension,Tomsk Region,2017-01-15,18733
Average pension,Tomsk Region,2017-02-15,15779
Average pension,Tomsk Region,2017-03-15,16675
Average pension,Tomsk Region,2017-04-15,16515
Average pension,Tula region,2014-01-15,8816
Average pension,Tula region,2014-02-15,6465
Average pension,Tula region,2014-03-15,6483
Average pension,Tula region,2014-04-15,7422
Average pension,Tula region,2014-05-15,6100
Average pension,Tula region,2014-06-15,6666
Average pension,Tula region,2014-07-15,6697
Average pension,Tula region,2014-08-15,7333
Average pension,Tula region,2014-09-15,6764
Average pension,Tula region,2014-10-15,6853
Average pension,Tula region,2014-11-15,6561
Average pension,Tula region,2014-12-15,10686
Average pension,Tula region,2015-01-15,6141
Average pension,Tula region,2015-02-15,7336
Average pension,Tula region,2015-03-15,7483
Average pension,Tula region,2015-04-15,8348
Average pension,Tula region,2015-05-15,6960
Average pension,Tula region,2015-06-15,7557
Average pension,Tula region,2015-07-15,8153
Average pension,Tula region,2015-08-15,7686
Average pension,Tula region,2015-09-15,7584
Average pension,Tula region,2015-10-15,7852
Average pension,Tula region,2015-11-15,7666
Average pension,Tula region,2015-12-15,8762
Average pension,Tula region,2016-01-15,6840
Average pension,Tula region,2016-02-15,7986
Average pension,Tula region,2016-03-15,8012
Average pension,Tula region,2016-04-15,8956
Average pension,Tula region,2016-05-15,7679
Average pension,Tula region,2016-06-15,8146
Average pension,Tula region,2016-07-15,7759
Average pension,Tula region,2016-08-15,8343
Average pension,Tula region,2016-09-15,8688
Average pension,Tula region,2016-10-15,7899
Average pension,Tula region,2016-11-15,8196
Average pension,Tula region,2016-12-15,12594
Average pension,Tula region,2017-01-15,8289
Average pension,Tula region,2017-02-15,8391
Average pension,Tula region,2017-03-15,8986
Average pension,Tula region,2017-04-15,8441
Average pension,Tyumen region,2014-01-15,7979
Average pension,Tyumen region,2014-02-15,11578
Average pension,Tyumen region,2014-03-15,11557
Average pension,Tyumen region,2014-04-15,12275
Average pension,Tyumen region,2014-05-15,10911
Average pension,Tyumen region,2014-06-15,11756
Average pension,Tyumen region,2014-07-15,10960
Average pension,Tyumen region,2014-08-15,13064
Average pension,Tyumen region,2014-09-15,11862
Average pension,Tyumen region,2014-10-15,11837
Average pension,Tyumen region,2014-11-15,11548
Average pension,Tyumen region,2014-12-15,12798
Average pension,Tyumen region,2015-01-15,11382
Average pension,Tyumen region,2015-02-15,13162
Average pension,Tyumen region,2015-03-15,13450
Average pension,Tyumen region,2015-04-15,14737
Average pension,Tyumen region,2015-05-15,12592
Average pension,Tyumen region,2015-06-15,13161
Average pension,Tyumen region,2015-07-15,14039
Average pension,Tyumen region,2015-08-15,13326
Average pension,Tyumen region,2015-09-15,13117
Average pension,Tyumen region,2015-10-15,13662
Average pension,Tyumen region,2015-11-15,13263
Average pension,Tyumen region,2015-12-15,14730
Average pension,Tyumen region,2016-01-15,12383
Average pension,Tyumen region,2016-02-15,13760
Average pension,Tyumen region,2016-03-15,13752
Average pension,Tyumen region,2016-04-15,15489
Average pension,Tyumen region,2016-05-15,13127
Average pension,Tyumen region,2016-06-15,14503
Average pension,Tyumen region,2016-07-15,13377
Average pension,Tyumen region,2016-08-15,13843
Average pension,Tyumen region,2016-09-15,14665
Average pension,Tyumen region,2016-10-15,13376
Average pension,Tyumen region,2016-11-15,13853
Average pension,Tyumen region,2016-12-15,15492
Average pension,Tyumen region,2017-01-15,17164
Average pension,Tyumen region,2017-02-15,14233
Average pension,Tyumen region,2017-03-15,15100
Average pension,Tyumen region,2017-04-15,14834
Average pension,Udmurt republic,2014-01-15,3098
Average pension,Udmurt republic,2014-02-15,9668
Average pension,Udmurt republic,2014-03-15,9581
Average pension,Udmurt republic,2014-04-15,10608
Average pension,Udmurt republic,2014-05-15,9445
Average pension,Udmurt republic,2014-06-15,9697
Average pension,Udmurt republic,2014-07-15,9769
Average pension,Udmurt republic,2014-08-15,10590
Average pension,Udmurt republic,2014-09-15,9793
Average pension,Udmurt republic,2014-10-15,11581
Average pension,Udmurt republic,2014-11-15,11180
Average pension,Udmurt republic,2014-12-15,17231
Average pension,Udmurt republic,2015-01-15,10189
Average pension,Udmurt republic,2015-02-15,12280
Average pension,Udmurt republic,2015-03-15,12436
Average pension,Udmurt republic,2015-04-15,13432
Average pension,Udmurt republic,2015-05-15,11760
Average pension,Udmurt republic,2015-06-15,12365
Average pension,Udmurt republic,2015-07-15,13076
Average pension,Udmurt republic,2015-08-15,12471
Average pension,Udmurt republic,2015-09-15,12370
Average pension,Udmurt republic,2015-10-15,12811
Average pension,Udmurt republic,2015-11-15,12442
Average pension,Udmurt republic,2015-12-15,18814
Average pension,Udmurt republic,2016-01-15,11125
Average pension,Udmurt republic,2016-02-15,12876
Average pension,Udmurt republic,2016-03-15,12869
Average pension,Udmurt republic,2016-04-15,14153
Average pension,Udmurt republic,2016-05-15,12374
Average pension,Udmurt republic,2016-06-15,13472
Average pension,Udmurt republic,2016-07-15,12587
Average pension,Udmurt republic,2016-08-15,13282
Average pension,Udmurt republic,2016-09-15,13879
Average pension,Udmurt republic,2016-10-15,12691
Average pension,Udmurt republic,2016-11-15,13077
Average pension,Udmurt republic,2016-12-15,14302
Average pension,Udmurt republic,2017-01-15,16663
Average pension,Udmurt republic,2017-02-15,13318
Average pension,Udmurt republic,2017-03-15,14034
Average pension,Udmurt republic,2017-04-15,13687
Average pension,Ulyanovsk region,2014-01-15,10730
Average pension,Ulyanovsk region,2014-02-15,10790
Average pension,Ulyanovsk region,2014-03-15,10772
Average pension,Ulyanovsk region,2014-04-15,12331
Average pension,Ulyanovsk region,2014-05-15,10083
Average pension,Ulyanovsk region,2014-06-15,10877
Average pension,Ulyanovsk region,2014-07-15,10924
Average pension,Ulyanovsk region,2014-08-15,11766
Average pension,Ulyanovsk region,2014-09-15,11007
Average pension,Ulyanovsk region,2014-10-15,11163
Average pension,Ulyanovsk region,2014-11-15,10803
Average pension,Ulyanovsk region,2014-12-15,18533
Average pension,Ulyanovsk region,2015-01-15,9792
Average pension,Ulyanovsk region,2015-02-15,11914
Average pension,Ulyanovsk region,2015-03-15,12079
Average pension,Ulyanovsk region,2015-04-15,13422
Average pension,Ulyanovsk region,2015-05-15,11179
Average pension,Ulyanovsk region,2015-06-15,11900
Average pension,Ulyanovsk region,2015-07-15,12444
Average pension,Ulyanovsk region,2015-08-15,12043
Average pension,Ulyanovsk region,2015-09-15,11976
Average pension,Ulyanovsk region,2015-10-15,12334
Average pension,Ulyanovsk region,2015-11-15,12026
Average pension,Ulyanovsk region,2015-12-15,20068
Average pension,Ulyanovsk region,2016-01-15,10458
Average pension,Ulyanovsk region,2016-02-15,12504
Average pension,Ulyanovsk region,2016-03-15,12987
Average pension,Ulyanovsk region,2016-04-15,13565
Average pension,Ulyanovsk region,2016-05-15,12095
Average pension,Ulyanovsk region,2016-06-15,12560
Average pension,Ulyanovsk region,2016-07-15,12191
Average pension,Ulyanovsk region,2016-08-15,12523
Average pension,Ulyanovsk region,2016-09-15,13051
Average pension,Ulyanovsk region,2016-10-15,12214
Average pension,Ulyanovsk region,2016-11-15,12490
Average pension,Ulyanovsk region,2016-12-15,20399
Average pension,Ulyanovsk region,2017-01-15,9705
Average pension,Ulyanovsk region,2017-02-15,12880
Average pension,Ulyanovsk region,2017-03-15,13953
Average pension,Ulyanovsk region,2017-04-15,12808
Average pension,Khabarovsk region,2014-01-15,2206
Average pension,Khabarovsk region,2014-02-15,11221
Average pension,Khabarovsk region,2014-03-15,10356
Average pension,Khabarovsk region,2014-04-15,13053
Average pension,Khabarovsk region,2014-05-15,9388
Average pension,Khabarovsk region,2014-06-15,10362
Average pension,Khabarovsk region,2014-07-15,10797
Average pension,Khabarovsk region,2014-08-15,12447
Average pension,Khabarovsk region,2014-09-15,11787
Average pension,Khabarovsk region,2014-10-15,11518
Average pension,Khabarovsk region,2014-11-15,10664
Average pension,Khabarovsk region,2014-12-15,14113
Average pension,Khabarovsk region,2015-01-15,9553
Average pension,Khabarovsk region,2015-02-15,11807
Average pension,Khabarovsk region,2015-03-15,13830
Average pension,Khabarovsk region,2015-04-15,16414
Average pension,Khabarovsk region,2015-05-15,11956
Average pension,Khabarovsk region,2015-06-15,13336
Average pension,Khabarovsk region,2015-07-15,15197
Average pension,Khabarovsk region,2015-08-15,13563
Average pension,Khabarovsk region,2015-09-15,14717
Average pension,Khabarovsk region,2015-10-15,16417
Average pension,Khabarovsk region,2015-11-15,15649
Average pension,Khabarovsk region,2015-12-15,19667
Average pension,Khabarovsk region,2016-01-15,13378
Average pension,Khabarovsk region,2016-02-15,16233
Average pension,Khabarovsk region,2016-03-15,16179
Average pension,Khabarovsk region,2016-04-15,19970
